Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Stockport,E08000007,Upper tier local authority,18/03/2020,7,28
Stoke-on-Trent,E06000021,Upper tier local authority,18/03/2020,1,5
Suffolk,E10000029,Upper tier local authority,18/03/2020,1,20
Sunderland,E08000024,Upper tier local authority,18/03/2020,1,6
Surrey,E10000030,Upper tier local authority,18/03/2020,34,126
Sutton,E09000029,Upper tier local authority,18/03/2020,5,26
Swindon,E06000030,Upper tier local authority,18/03/2020,2,8
Tameside,E08000008,Upper tier local authority,18/03/2020,3,22
Telford and Wrekin,E06000020,Upper tier local authority,18/03/2020,1,9
Thurrock,E06000034,Upper tier local authority,18/03/2020,5,13
Torbay,E06000027,Upper tier local authority,18/03/2020,1,10
Tower Hamlets,E09000030,Upper tier local authority,18/03/2020,11,45
Trafford,E08000009,Upper tier local authority,18/03/2020,5,21
Wakefield,E08000036,Upper tier local authority,18/03/2020,4,9
Walsall,E08000030,Upper tier local authority,18/03/2020,5,32
Waltham Forest,E09000031,Upper tier local authority,18/03/2020,11,33
Wandsworth,E09000032,Upper tier local authority,18/03/2020,15,113
Warwickshire,E10000031,Upper tier local authority,18/03/2020,15,51
West Berkshire,E06000037,Upper tier local authority,18/03/2020,3,10
West Sussex,E10000032,Upper tier local authority,18/03/2020,9,39
Westminster,E09000033,Upper tier local authority,18/03/2020,9,108
Wigan,E08000010,Upper tier local authority,18/03/2020,2,10
Wiltshire,E06000054,Upper tier local authority,18/03/2020,4,22
Wokingham,E06000041,Upper tier local authority,18/03/2020,4,17
Wolverhampton,E08000031,Upper tier local authority,18/03/2020,6,65
Worcestershire,E10000034,Upper tier local authority,18/03/2020,5,33
York,E06000014,Upper tier local authority,18/03/2020,2,9
England,E92000001,Country,17/03/2020,677,3897
East of England,E12000006,Region,17/03/2020,37,226
London,E12000007,Region,17/03/2020,309,1621
North East,E12000001,Region,17/03/2020,16,62
West Midlands,E12000005,Region,17/03/2020,69,388
North West,E12000002,Region,17/03/2020,55,325
East Midlands,E12000004,Region,17/03/2020,33,231
South West,E12000009,Region,17/03/2020,21,206
Yorkshire and The Humber,E12000003,Region,17/03/2020,31,170
South East,E12000008,Region,17/03/2020,89,559
Barking and Dagenham,E09000002,Upper tier local authority,17/03/2020,5,24
Barnet,E09000003,Upper tier local authority,17/03/2020,7,71
Barnsley,E08000016,Upper tier local authority,17/03/2020,2,9
Bedford,E06000055,Upper tier local authority,17/03/2020,2,3
Bexley,E09000004,Upper tier local authority,17/03/2020,6,31
Birmingham,E08000025,Upper tier local authority,17/03/2020,24,94
Blackpool,E06000009,Upper tier local authority,17/03/2020,2,6
Bolton,E08000001,Upper tier local authority,17/03/2020,1,13
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,17/03/2020,1,10
Bracknell Forest,E06000036,Upper tier local authority,17/03/2020,1,6
Bradford,E08000032,Upper tier local authority,17/03/2020,3,10
Brent,E09000005,Upper tier local authority,17/03/2020,23,81
"Bristol, City of",E06000023,Upper tier local authority,17/03/2020,4,15
Bromley,E09000006,Upper tier local authority,17/03/2020,9,49
Buckinghamshire,E10000002,Upper tier local authority,17/03/2020,6,54
Bury,E08000002,Upper tier local authority,17/03/2020,2,10
Cambridgeshire,E10000003,Upper tier local authority,17/03/2020,1,18
Camden,E09000007,Upper tier local authority,17/03/2020,4,41
Cheshire East,E06000049,Upper tier local authority,17/03/2020,4,15
Cheshire West and Chester,E06000050,Upper tier local authority,17/03/2020,1,11
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,17/03/2020,2,16
County Durham,E06000047,Upper tier local authority,17/03/2020,2,5
Coventry,E08000026,Upper tier local authority,17/03/2020,4,17
Croydon,E09000008,Upper tier local authority,17/03/2020,21,74
Cumbria,E10000006,Upper tier local authority,17/03/2020,12,56
Derby,E06000015,Upper tier local authority,17/03/2020,3,20
Derbyshire,E10000007,Upper tier local authority,17/03/2020,9,71
Devon,E10000008,Upper tier local authority,17/03/2020,2,41
Doncaster,E08000017,Upper tier local authority,17/03/2020,2,6
Dorset,E06000059,Upper tier local authority,17/03/2020,2,10
Dudley,E08000027,Upper tier local authority,17/03/2020,2,20
Ealing,E09000009,Upper tier local authority,17/03/2020,9,64
East Riding of Yorkshire,E06000011,Upper tier local authority,17/03/2020,1,13
East Sussex,E10000011,Upper tier local authority,17/03/2020,6,13
Enfield,E09000010,Upper tier local authority,17/03/2020,12,43
Essex,E10000012,Upper tier local authority,17/03/2020,10,54
Gateshead,E08000037,Upper tier local authority,17/03/2020,1,2
Gloucestershire,E10000013,Upper tier local authority,17/03/2020,5,24
Greenwich,E09000011,Upper tier local authority,17/03/2020,14,46
Hackney,E09000012,Upper tier local authority,17/03/2020,6,43
Halton,E06000006,Upper tier local authority,17/03/2020,2,7
Hammersmith and Fulham,E09000013,Upper tier local authority,17/03/2020,8,40
Hampshire,E10000014,Upper tier local authority,17/03/2020,15,117
Haringey,E09000014,Upper tier local authority,17/03/2020,4,38
Harrow,E09000015,Upper tier local authority,17/03/2020,14,65
Havering,E09000016,Upper tier local authority,17/03/2020,3,18
"Herefordshire, County of",E06000019,Upper tier local authority,17/03/2020,1,7
Hertfordshire,E10000015,Upper tier local authority,17/03/2020,5,72
Hillingdon,E09000017,Upper tier local authority,17/03/2020,16,49
Hounslow,E09000018,Upper tier local authority,17/03/2020,8,44
Islington,E09000019,Upper tier local authority,17/03/2020,7,45
Kensington and Chelsea,E09000020,Upper tier local authority,17/03/2020,7,69
Kent,E10000016,Upper tier local authority,17/03/2020,5,52
Kingston upon Thames,E09000021,Upper tier local authority,17/03/2020,6,21
Kirklees,E08000034,Upper tier local authority,17/03/2020,1,7
Lambeth,E09000022,Upper tier local authority,17/03/2020,21,104
Lancashire,E10000017,Upper tier local authority,17/03/2020,4,28
Leeds,E08000035,Upper tier local authority,17/03/2020,3,18
Leicester,E06000016,Upper tier local authority,17/03/2020,3,8
Leicestershire,E10000018,Upper tier local authority,17/03/2020,4,24
Lewisham,E09000023,Upper tier local authority,17/03/2020,8,48
Lincolnshire,E10000019,Upper tier local authority,17/03/2020,2,16
Liverpool,E08000012,Upper tier local authority,17/03/2020,4,20
Luton,E06000032,Upper tier local authority,17/03/2020,5,8
Manchester,E08000003,Upper tier local authority,17/03/2020,4,28
Medway,E06000035,Upper tier local authority,17/03/2020,2,16
Merton,E09000024,Upper tier local authority,17/03/2020,10,50
Milton Keynes,E06000042,Upper tier local authority,17/03/2020,3,9
Newcastle upon Tyne,E08000021,Upper tier local authority,17/03/2020,6,19
Newham,E09000025,Upper tier local authority,17/03/2020,5,35
Norfolk,E10000020,Upper tier local authority,17/03/2020,6,23
North Somerset,E06000024,Upper tier local authority,17/03/2020,1,17
North Tyneside,E08000022,Upper tier local authority,17/03/2020,1,8
North Yorkshire,E10000023,Upper tier local authority,17/03/2020,2,16
Northamptonshire,E10000021,Upper tier local authority,17/03/2020,4,25
Northumberland,E06000057,Upper tier local authority,17/03/2020,2,6
Nottingham,E06000018,Upper tier local authority,17/03/2020,5,23
Nottinghamshire,E10000024,Upper tier local authority,17/03/2020,3,44
Oldham,E08000004,Upper tier local authority,17/03/2020,1,15
Oxfordshire,E10000025,Upper tier local authority,17/03/2020,9,44
Portsmouth,E06000044,Upper tier local authority,17/03/2020,3,17
Reading,E06000038,Upper tier local authority,17/03/2020,2,11
Redbridge,E09000026,Upper tier local authority,17/03/2020,8,27
Redcar and Cleveland,E06000003,Upper tier local authority,17/03/2020,1,2
Richmond upon Thames,E09000027,Upper tier local authority,17/03/2020,5,18
Rochdale,E08000005,Upper tier local authority,17/03/2020,5,13
Rotherham,E08000018,Upper tier local authority,17/03/2020,2,8
Salford,E08000006,Upper tier local authority,17/03/2020,2,11
Sandwell,E08000028,Upper tier local authority,17/03/2020,2,22
Sefton,E08000014,Upper tier local authority,17/03/2020,1,7
Sheffield,E08000019,Upper tier local authority,17/03/2020,13,63
Slough,E06000039,Upper tier local authority,17/03/2020,5,37
Solihull,E08000029,Upper tier local authority,17/03/2020,1,4
South Gloucestershire,E06000025,Upper tier local authority,17/03/2020,1,14
Southampton,E06000045,Upper tier local authority,17/03/2020,1,9
Southend-on-Sea,E06000033,Upper tier local authority,17/03/2020,2,8
Southwark,E09000028,Upper tier local authority,17/03/2020,18,109
Staffordshire,E10000028,Upper tier local authority,17/03/2020,5,40
Stockport,E08000007,Upper tier local authority,17/03/2020,6,21
Stockton-on-Tees,E06000004,Upper tier local authority,17/03/2020,3,9
Stoke-on-Trent,E06000021,Upper tier local authority,17/03/2020,1,4
Suffolk,E10000029,Upper tier local authority,17/03/2020,3,19
Surrey,E10000030,Upper tier local authority,17/03/2020,19,92
Sutton,E09000029,Upper tier local authority,17/03/2020,4,21
Swindon,E06000030,Upper tier local authority,17/03/2020,1,6
Tameside,E08000008,Upper tier local authority,17/03/2020,3,19
Thurrock,E06000034,Upper tier local authority,17/03/2020,3,8
Torbay,E06000027,Upper tier local authority,17/03/2020,1,9
Tower Hamlets,E09000030,Upper tier local authority,17/03/2020,6,34
Walsall,E08000030,Upper tier local authority,17/03/2020,4,27
Waltham Forest,E09000031,Upper tier local authority,17/03/2020,5,22
Wandsworth,E09000032,Upper tier local authority,17/03/2020,20,98
Warwickshire,E10000031,Upper tier local authority,17/03/2020,4,36
West Berkshire,E06000037,Upper tier local authority,17/03/2020,1,7
West Sussex,E10000032,Upper tier local authority,17/03/2020,9,30
Westminster,E09000033,Upper tier local authority,17/03/2020,10,99
Wigan,E08000010,Upper tier local authority,17/03/2020,1,8
Wiltshire,E06000054,Upper tier local authority,17/03/2020,1,18
Windsor and Maidenhead,E06000040,Upper tier local authority,17/03/2020,1,18
Wokingham,E06000041,Upper tier local authority,17/03/2020,1,13
Wolverhampton,E08000031,Upper tier local authority,17/03/2020,15,59
Worcestershire,E10000034,Upper tier local authority,17/03/2020,6,28
York,E06000014,Upper tier local authority,17/03/2020,2,7
England,E92000001,Country,16/03/2020,546,3220
East of England,E12000006,Region,16/03/2020,23,189
London,E12000007,Region,16/03/2020,234,1312
North East,E12000001,Region,16/03/2020,7,46
West Midlands,E12000005,Region,16/03/2020,56,319
North West,E12000002,Region,16/03/2020,56,270
East Midlands,E12000004,Region,16/03/2020,34,198
South West,E12000009,Region,16/03/2020,18,185
Yorkshire and The Humber,E12000003,Region,16/03/2020,28,139
South East,E12000008,Region,16/03/2020,78,470
Barking and Dagenham,E09000002,Upper tier local authority,16/03/2020,4,19
Barnet,E09000003,Upper tier local authority,16/03/2020,11,64
Bath and North East Somerset,E06000022,Upper tier local authority,16/03/2020,1,5
Bexley,E09000004,Upper tier local authority,16/03/2020,4,25
Birmingham,E08000025,Upper tier local authority,16/03/2020,15,70
Blackpool,E06000009,Upper tier local authority,16/03/2020,1,4
Bolton,E08000001,Upper tier local authority,16/03/2020,3,12
Bracknell Forest,E06000036,Upper tier local authority,16/03/2020,1,5
Brent,E09000005,Upper tier local authority,16/03/2020,10,58
Brighton and Hove,E06000043,Upper tier local authority,16/03/2020,2,12
Bromley,E09000006,Upper tier local authority,16/03/2020,6,40
Buckinghamshire,E10000002,Upper tier local authority,16/03/2020,9,48
Bury,E08000002,Upper tier local authority,16/03/2020,1,8
Calderdale,E08000033,Upper tier local authority,16/03/2020,2,5
Cambridgeshire,E10000003,Upper tier local authority,16/03/2020,1,17
Camden,E09000007,Upper tier local authority,16/03/2020,3,37
Cheshire West and Chester,E06000050,Upper tier local authority,16/03/2020,2,10
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,16/03/2020,3,14
Coventry,E08000026,Upper tier local authority,16/03/2020,6,13
Croydon,E09000008,Upper tier local authority,16/03/2020,13,53
Cumbria,E10000006,Upper tier local authority,16/03/2020,12,44
Derby,E06000015,Upper tier local authority,16/03/2020,6,17
Derbyshire,E10000007,Upper tier local authority,16/03/2020,17,62
Devon,E10000008,Upper tier local authority,16/03/2020,4,39
Doncaster,E08000017,Upper tier local authority,16/03/2020,2,4
Dudley,E08000027,Upper tier local authority,16/03/2020,3,18
Ealing,E09000009,Upper tier local authority,16/03/2020,14,55
East Riding of Yorkshire,E06000011,Upper tier local authority,16/03/2020,2,12
East Sussex,E10000011,Upper tier local authority,16/03/2020,1,7
Enfield,E09000010,Upper tier local authority,16/03/2020,2,31
Essex,E10000012,Upper tier local authority,16/03/2020,5,44
Gloucestershire,E10000013,Upper tier local authority,16/03/2020,4,19
Greenwich,E09000011,Upper tier local authority,16/03/2020,5,32
Hackney,E09000012,Upper tier local authority,16/03/2020,6,36
Halton,E06000006,Upper tier local authority,16/03/2020,1,5
Hammersmith and Fulham,E09000013,Upper tier local authority,16/03/2020,3,32
Hampshire,E10000014,Upper tier local authority,16/03/2020,19,102
Haringey,E09000014,Upper tier local authority,16/03/2020,2,34
Harrow,E09000015,Upper tier local authority,16/03/2020,12,51
Hartlepool,E06000001,Upper tier local authority,16/03/2020,1,1
Havering,E09000016,Upper tier local authority,16/03/2020,2,15
Hertfordshire,E10000015,Upper tier local authority,16/03/2020,6,67
Hillingdon,E09000017,Upper tier local authority,16/03/2020,9,33
Hounslow,E09000018,Upper tier local authority,16/03/2020,9,36
Islington,E09000019,Upper tier local authority,16/03/2020,5,38
Kensington and Chelsea,E09000020,Upper tier local authority,16/03/2020,6,62
Kent,E10000016,Upper tier local authority,16/03/2020,8,47
Kingston upon Thames,E09000021,Upper tier local authority,16/03/2020,5,15
Kirklees,E08000034,Upper tier local authority,16/03/2020,2,6
Lambeth,E09000022,Upper tier local authority,16/03/2020,16,83
Lancashire,E10000017,Upper tier local authority,16/03/2020,7,24
Leeds,E08000035,Upper tier local authority,16/03/2020,1,15
Leicester,E06000016,Upper tier local authority,16/03/2020,2,5
Leicestershire,E10000018,Upper tier local authority,16/03/2020,2,20
Lewisham,E09000023,Upper tier local authority,16/03/2020,11,40
Liverpool,E08000012,Upper tier local authority,16/03/2020,3,16
Manchester,E08000003,Upper tier local authority,16/03/2020,6,24
Medway,E06000035,Upper tier local authority,16/03/2020,1,14
Merton,E09000024,Upper tier local authority,16/03/2020,6,40
Newham,E09000025,Upper tier local authority,16/03/2020,9,30
Norfolk,E10000020,Upper tier local authority,16/03/2020,6,17
North Lincolnshire,E06000013,Upper tier local authority,16/03/2020,1,2
North Tyneside,E08000022,Upper tier local authority,16/03/2020,1,7
North Yorkshire,E10000023,Upper tier local authority,16/03/2020,3,14
Northamptonshire,E10000021,Upper tier local authority,16/03/2020,1,21
Northumberland,E06000057,Upper tier local authority,16/03/2020,1,4
Nottingham,E06000018,Upper tier local authority,16/03/2020,1,18
Nottinghamshire,E10000024,Upper tier local authority,16/03/2020,5,41
Oldham,E08000004,Upper tier local authority,16/03/2020,4,14
Oxfordshire,E10000025,Upper tier local authority,16/03/2020,3,35
Plymouth,E06000026,Upper tier local authority,16/03/2020,1,7
Portsmouth,E06000044,Upper tier local authority,16/03/2020,5,14
Reading,E06000038,Upper tier local authority,16/03/2020,1,9
Redbridge,E09000026,Upper tier local authority,16/03/2020,6,19
Richmond upon Thames,E09000027,Upper tier local authority,16/03/2020,4,13
Rochdale,E08000005,Upper tier local authority,16/03/2020,3,8
